GroupID,Count,Records
232,4,"any miteff (john clelad crescent, blackheath, 2036) | amy miteff (john cleland crescent, blackheath, 2036) | amy miteff (john cleland crescent, blackheath, 2036) | amy mitef (john cleland crescent, blachkeath, 2036)"
233,1,"jessica wasley (eyre street, cronulla, 2564)"
234,1,"keely dixon (lacey place, barrington, 5087)"
235,2,"matthew brookhouse (goodparla street, highett, 2170) | matthew brookhouse (goodparla street, highett, 2170)"
236,2,"nan rundle (eaglemont retreat, prospect, 6168) | nan rundle (eaglemont retreat, prospect, 6168)"
237,3,"nan frgh (matina street, ascot park, 4107) | nan gillard (matina street, ascot park, 4107) | nan hoffman (matina street, ascot park, 4107)"
238,2,"olivia cecotti (dobell circuit, cabramatta, 6152) | olivia cecotti (dobell circuit, cabramatta, 6153)"
239,1,"brianna morrison (burston place, seaton, 2566)"
240,2,"sarah greenw (kelleway avenue, marlesgon, 6014) | sarah green (kelleway avenue, marleston, 6014)"
241,5,"jenna pasalic (tarana street, osborne, 4342) | jenna pasalic (tarana street, osborne, 4342) | jenna paslic (tarana street, osbor ne, 4342) | jenna pasailc (tarana stnreet, osbofne, 4342) | jenma pasalic (tarana street, osborne, 4342)"
242,1,"kylie koziol (wolff crescent, kurrajong heights, 3135)"
243,3,"samuel walls (shoalhaven avenue, racevieh, 3223) | samuel walls (shoalhaven avenue, raceview, 3223) | walls samuel (shoalhavn avenue, raceview, 3223)"
244,1,"christopher behnke (troughton street, geranium, 3496)"
245,1,"alexandra clarke (sadlier srreet, westbrook, 2756)"
246,3,"zachary ebert (costello circuit, mosman, 2280) | zachay hope (costello circuit, mosman, 2280) | zachary hope (costello circuit, mosman, 2280)"
247,1,"zarlia lowe (van raalte place, cabramatta, 3192)"
248,2,"jasmine morrison (methven place, point lonsdale, 3211) | morrison jasmine (methven lpace, point lonsdale, 3218)"
249,2,"joshua felmingham (fullagar crescent, evandsle, 2229) | joshua felmingham (fullagar crescent, evandale, 2229)"
250,6,"holly stoker (ballumbir street, kirrawee, 6009) | holly stoker (ballumbiw street, kirrawee, 6009) | hokly stoker (ballumbir street, kirrawee, 6009) | holly stoker (ballumbir street, kirrawee, 6090) | holly stoker (ballumbir street, kirrawee, 6009) | holly stoker (ballumbkr street, kirrawe, 6009)"
251,2,"nicilas fogg (wilshire street, lemonhrove, 2011) | nicolas fogg (wilshire street, lemongrove, 2011)"
252,4,"grayson stanley (eaglemont retreat, brighton-le-sands, 4107) | grayson stanley (eaglemont retreat, brighton-le-sands, 4107) | grayson stanley (eaglemont retreat, nan, 4107) | grayson stanley (eaglemont retreat, brighton-le-sands, 4107)"
253,1,"liam grubb (rowellsplace, kotara south, 3002)"
254,2,"toby garran (mcguiness place, miami, 3125) | toby garran (mcguiness place, miami, 3125)"
255,1,"christian walch (coombe street, plumpotn, 5008)"
256,3,"nataoia georfe (woollum s treet, morwell, 6065) | natafia george (woollum street, morwell, 6056) | natalia george (woollum street, morwell, 6056)"
257,3,"connor moerland (arthur circle, greenwood, 2680) | connor moerlakd (arthur circle, greenwpod, 2680) | connor moerland (arthur circle, greenwood, 2680)"
258,3,"jessica mac kinder (wright place, lavender bay, 4727) | jessica mac kinder (wright place, lavender bay, 4727) | jessica mac kinder (wrigh tplace, lavender bay, 4727)"
259,1,"hayley white (hallenc lose, oran ge, 2176)"
260,3,"amber white (moodie street, eaton, 2042) | amber wite (moodie street, eaton, 2042) | amber whiet (moodie street, eaton, 2024)"
261,1,"jaxin helling (donald place, riverhills, 4214)"
262,1,"benjamin presley (namatjira drive, sunnybank, 2320)"
263,5,"keeley felmingham (angliss place, annandale, 2670) | keeley felmindgham (angliss place, annandale, 2640) | keeley felmingham (angliss place, annandale, 2640) | felmingham keeley (angliss place, annandale, 2640) | keeley felmingham (angliss place, annandale, 2640)"
264,1,"kaysey kon (ohiostation, nan, 5009)"
265,5,"spyke karlsen (northam street, southbank, 2329) | spyke karlsen (northam street, southbank, 2320) | spyke karlen (northam street, southbank, 2320) | karlsen spyke (northam street, southbank, 2320) | spyke karlsen (northam street, southbank, 2320)"
266,1,"keziah parr (clift crescent, murphys creek, 2761)"
267,1,"kyle malin (namadgi circuit, mooroolbark, 3912)"
268,3,"roisin bishop (manning street, mount colah, 2902) | roisin bishop (manning s treet, mount colah, 2076) | roisin bishop (manning street, mount colah, 2076)"
269,4,"nan blyde (torrens street, port augusta, 3620) | rebeca blyde (torrens street, port auhusta, 3620) | rebecca blyde (torrens street, port augusta, 3620) | rebecca blyde (torrens street, port augusta, 3620)"
270,1,"mikhayla hannaan (nan, penshurst, 2257)"
271,1,"oliver campbell (moon place, thornbury, 4103)"
272,2,"lee zogopoulos (woronorastreet, coombabah, 6107) | leez zogopoulos (woronorastreet, coombabah, 6107)"
273,2,"joshua clarke (kingsford smith drive, taigum, 6108) | joshua clarke (kingsford smith drive, taig um, 6108)"
274,4,"vincen luke (du faur sctreet, rose bay, 4122) | luke vincent (du faur street, rose bay, 4122) | lue vincent (du faur steet, rose bay, 4121) | luke vincent (du faur street, rose bay, 4122)"
275,1,"lachlq-njohn rivers (perier place, corio, 4313)"
276,4,"hana weaver (colvin street, albury, 6085) | adam weaver (colvin street, albury, 6084) | hana weaver (colvin street, albury, 6084) | hana weaver (colvin street, albufy, 6084)"
277,4,"daniel kluske (hawkesbury crescent, oakhurst, 3175) | daniel kluske (hawkesbury crescent, oakhurst, 3175) | daniel kluske (hawkesbury crescent, oakhurst, 3175) | danbel kluske (hawkesbury crescent, oakhurst, 3175)"
278,3,"kiandra nan (gatliff place, girgarre, 3995) | kiandra cowle (gatliff place, girgarre, 3995) | kiandra cowle (gatliff place, girgarre, 3995)"
279,4,"grace futcher (burt street, mentone, 6023) | futcher grace (burt steret, mentone, 6023) | grace futcher (burt street, mentone, 6023) | grace futcher (burt street, mentone, 6523)"
280,1,"melinda sherin (conley d rive, westmeaodws, 3226)"
281,6,"samara willing (nan, concord, 3765) | samara willing (nan, concord, 3765) | samara wiling (nan, concord, 3765) | samara willing (nan, concotd, 3765) | samara willing (nan, concord, 3765) | willing samara (nan, concord, 3756)"
282,5,"benjamin brakin (leahy close, dover heights, 2164) | benjamin purbel (leahy close, dover heights, 2164) | brain benjamin (leahy zlose, dover heights, 2164) | benjamin brain (leahy close, dover heights, 2163) | benjamin brain (leahy close, dover heights, 2164)"
283,1,"lucy shelley (longstaff street, dover heights, 4152)"
284,1,"shana kowald (locn 24, port macquarie, 2568)"
285,4,"jake burnell (bennelong crescent, ivanhoe, 5066) | jake burnell (bennelong drescent, ivanhoe, 5066) | samuel burnell (bennelong crescent, ivanhoe, 5066) | jake burnell (bennelong crescent, ivanhoe, 5066)"
286,4,"coby berry (heagney crescent, cremorne, 3078) | coby berry (heagney crescent, cremorne, 3078) | coby berry (heagney crsescent, cremorne, 3078) | coby berry (heagney crescent, cremorne, 3078)"
287,2,"nan siemers (hopegood rplace, auburn, 5700) | nan siemers (hopegood place, auburn, 5700)"
288,4,"blake bristow (archibald street, cleveland, 2184) | blake bristow (archibaldd tsreet, cleveland, 2148) | blake bristow (archibald street, cleveland, 2148) | blake bristow (archibald street, cleveland, 1248)"
289,1,"chloe woodmansee (gollan street, renown park, 4066)"
290,4,"alec mason (barrie r treet, park hplme, 2029) | alec mason (barrier srreet, park holme, 2029) | alec mason (barrier street, park holme, 2029) | mason alec (barrier street, park holme, 2029)"
291,4,"trentk brni (madigan street, ekibin, 3196) | trent brain (madigan street, ekibin, 3196) | trent brain (madigan syreet, ekibin, 3196) | trent brain (madigan street, ekibitn, 3196)"
292,6,"amber kexel (daintree crescent, new farm, 4061) | amber kexel (daintree crescent, new farm, 461) | amber kexel (daintree crxescent, new farm, 4016) | amber kexel (daintree crescent, new farm, 4061) | amber kexel (daintree crescent, new fam, 4071) | kexel amber (daintree crescent, new farm, 4061)"
293,1,"crea lauren (city walk, atholp ark, 3081)"
294,5,"jade dixon (leven street, toronto, 3228) | jadd dixon (leven street, toronto, 3228) | jade cachia (leven street, toronto, 3228) | jade dixon (leven street, toronto, 3228) | jade dixon (leven street, toronto, 3228)"
295,2,"emiily leslie (medley street, athelstone, 4380) | emiily leslze (medleystreet, athelstone, 4380)"
296,2,"george riddell (knoke avenue, manly vale, 4405) | geofge riddell (knoke avenue, manly vale, 4405)"
297,1,"white jean-claude (noel ryangarden, glengorwie, 7081)"
298,3,"christian berryman (coxstreet, sunshine, 2513) | christian berryman (cox street, sunshine, 2153) | christian berryman (cox street, sunshine, 2153)"
299,1,"ethan vincdnt (o'connell street, urana, 5108)"
300,4,"joh banelis (sexton smtreet, auburn, 3140) | john banelis (sexton street, auburn, 3140) | john banelis (sextonstreet, auburn, 3140) | john banelis (sexton street, auburn, 3140)"
301,1,"hannah bullock (mcaulay place, salt ash, 810)"
302,2,"samuel nan (warragamba avenue, nan, 5086) | samuel nan (warragamba avenue, brunswick west, 5086)"
303,1,"christian colemn (anderson street, north sydney, 2486)"
304,2,"jackson prestia (priddle street, graceville, 3012) | jackaon prestia (priddle sjtreet, graceville, 3012)"
305,4,"eliza tiffin (brawn place, northbridge, 2017) | eliza tiffin (brawn place, northbridge, 2017) | eliza tififn (brawn place, northbridge, 2017) | elizva tifftin (brawn place, northbrid ge, 2017)"
306,3,"wilkins zanke (jervois street, coolroo, 6208) | zane wilkins (jervois street, coolaroo, 6280) | zane wilkins (jervois street, coolaroo, 6208)"
307,1,"samantha barol (albermarle place, clayton, 3199)"
308,2,"reece lyden (cobar p lace, marluan, 2002) | reece lyden (cobar lpace, marulan, 2002)"
309,1,"benjamin mugo (peat plcae, franwton, 4510)"
310,1,"charlotte poyntz (heidelberg street, rose bay, 2195)"
311,3,"zachary rees (hicks street, camira, 3016) | rees zachary (hicks street, camira, 3016) | zachary rees (hicks street, camira, 3013)"
312,1,"madeleine kingsley (tuross close, nan, 5107)"
313,1,"trent miles (ashby circuit, come by chance, 6239)"
314,3,"oliver durnin (davies place, paddington, 2024) | olier durnin (davies place, paddington, 2042) | oliver durnin (davies place, paddyngton, 2024)"
315,4,"jessica smallacombe (eve pelace, nunawading, 5504) | jessica smallacombe (eve place, nunawading, 5540) | jessica smallacombe (eve pllace, nunawading, 5540) | jessica smallacombe (eve place, nunawading, 5540)"
316,1,"annabel coleman (thesiger court, punchbowl, 4370)"
317,1,"zac crosswell (robertson street, mount pleasant, 3931)"
318,1,"silas laundy (pogney place, berwick, 2444)"
319,3,"zac cresp (nambucca street, sandy bay, 2768) | flyn cresp (nambucca street, sandy bay, 2768) | flynn cresp (nambucca street, sandy bay, 2768)"
320,4,"nde lodge (karuah street, bundamba, 2280) | ned lodge (karuah street, bundamba, 2280) | ned lodeg (karuah street, bundamba, 2280) | ned lodgec (karuah street, bundamba, 2280)"
321,5,"colquhoun chelsea (tillyard drive, noarlunga downs, 2800) | chelsea colquhoun (tillyard drive, noarlunga downs, 2800) | natalie colquhoun (tillyard drive, noarlunga downs, 2800) | chelsea colquhoun (tillyaryd drive, noarlunga downs, 2800) | chelsea colquhoun (tillyard drive, noarlunga downs, 2800)"
322,3,"samuel ryan (gossenstreet, brightwaters, 3053) | samuel ryan (nan, brightwaters, 3053) | samuel ryan (gosse street, brightwaters, 3053)"
323,3,"finlay rivef (crisp circuit, newstead, 2071) | finlay rivers (crisp circuit, newstead, 2071) | finlay rivers (crisp circuit, newstead, 2071)"
324,1,"lily lillie-hinrichs (balsillie crescent, budgong, 6164)"
325,1,"harry gren (louisa lawsondcrescent, bligh park, 2560)"
326,2,"meg velzeboer (kosciusko avenue, labrador, 3806) | meg velzbeoer (kosciusko avenue, labrador, 3806)"
327,1,"dylan campbell (mackey plce, booval, 2604)"
328,3,"lily sideris (hallstrom circuit, nan, 6012) | lily sideris (hallstrom circuit, surry hills, 6012) | lily sideris (hallstrom circuit, surry hills, 6012)"
329,1,"aprl shephedrdson (oxley st reet, warooka, 4118)"
330,1,"tara whiteh (wintersmreet, wanneroo, 3153)"
331,2,"eri n blaschke (napthali close, chelsea heights, 6126) | erin blaschke (napthali close, chelsea heights, 6126)"
332,5,"michel wuchatsch (meehan garden, diaenlla, 4700) | michael wuchatsch (meehan garden, dianella, 4700) | michael wuchatsch (meeha n garden, dianella, 4700) | michadl wuchatsch (meehan garden, dianella, 4707) | michael wucyatsch (meehan garden, dianella, 4700)"
333,5,"chloe arneil (pulle street, belmoot, 4883) | chloe arneil (pullenstreet, belmont, 4883) | chloe arneil (pullen sreet, belmlnt, 4883) | chloe arneil (pullen street, belmont, 4883) | chloe arniel (pullen street, belmont, 4838)"
334,1,"christopher vilums (tazewlel circuit, gerogeyr, 4754)"
335,1,"eva hand (clare dennis avenue, north st ives, 4068)"
336,3,"rxy royle (endeavour street, cowell, 2580) | roy royle (endeavour street, cowell, 2580) | roy royle (endeavour street, cowell, 2580)"
337,3,"neumann amner (mockridge crescent, hendra, 2630) | amber neumann (mockridge rcescent, hendra, 2630) | amber neumann (mockridge crescent, hendra, 2630)"
338,3,"sam bentham (narran street, westlake, 2036) | sam bentham (narran street, westlake, 2306) | sam bentham (narranstreet, westlake, 2036)"
339,2,"nan seehusesn (alfredihll drive, elwood, 3496) | jasmyn seehusen (alfred hill drive, elwood, 3496)"
340,1,"jett ryan (hansen circuit, armidale, 2261)"
341,1,"nathan priest (banks street, rosehill, 4570)"
342,3,"mia elwan (macgregorstreet, belmont, 4703) | mia elawn (macgregor street, belmont, 4703) | mia elwan (macgregor street, belmont, 4703)"
343,1,"nan mccarthy (castleton crescent, torquay, 2035)"
344,4,"samantha forshaw (mcmillan crescent, thebarton, 3178) | samantha forshaw (mcmillan crescent, thebarton, 3178) | samantha forshaw (mcmillan crescent, thebarton, 3178) | samantha forshaw (mcmillan crescent, thebarton, 3178)"
345,3,"isabella shadnley (fincham crqscent, thebarton, 2642) | isabella shandley (fincham crescent, thebarton, 2642) | isabella shandley (fincham crrscent, thebarton, 2642)"
346,1,"dale ottens (antigua, wingham, 5290)"
347,2,"kaitlin geud (sheaffe street, cronunlla, 3266) | kaitlin geue (sheaffe street, cronulla, 3266)"
348,2,"ammy ryan (moodie street, ballarat, 4701) | amy ryan (moodie street, ballarat, 4701)"
349,2,"amelia hillavy (mackellar crescent, ashfield, 2043) | amelia hillary (mackellar crescent, ashfield, 2034)"
350,5,"liam trzcinski (jacobs street, frankston, 2198) | aimee trzconski (jacobs street, frankston, 2198) | aimre trzcinski (jacobs street, frankston, 2198) | aimee trzcinski (jacobs street, frankston, 2198) | aimee trzcinski (jacobs street, frankston, 2198)"
351,1,"louis kluske (hawkesbury crescent, oakhurst, 3157)"
352,1,"jordan stubbs (walker crescent, closeburn, 3350)"
353,4,"robert mccarthy (gudgenbe close, cairns, 3450) | robert mccarthy (gudgenby close, cairns, 3450) | robert mccarthy (gudgenby close, cairns, 3540) | robert mccarthy (gudgenby close, cairns, 3450)"
354,3,"isabella theodore (churchill way, concord, 2446) | isabella theodore (churchill way, redan, 2446) | isabella theodore (churchill way, reda, 2446)"
355,3,"matilda mestrov (house circuit, taringa, 3820) | matilda mestrv (house circuit, taringa, 3802) | matilda mestrov (house circuit, taringa, 3820)"
356,1,"alexandra petersen (tindale street, forrestfield, 2287)"
357,3,"william dowley (terewah circuit, poolaijelo, 4198) | williiam dowley (terewah circuit, poolaijelo, 4108) | william dowley (terewah circuit, poolaijelo, 4108)"
358,1,"james auch-schwelk (beauchamp street, san remo, 6021)"
359,1,"charlotte mazurek (towns crescent, yagoona, 2222)"
360,3,"andrew rawlings (norris place, east fremantle, 2063) | rawlings lacjlan (norrish place, east fremantle, 2063) | andrew rawlings (norrish place, east fremantle, 2063)"
361,3,"christian white (boolee street, doubleview, 4352) | christian white (boolee street, doubleview, 4352) | christian nan (booleestreet, doubleview, 4352)"
